"inner_group,region,subgroup1,subgroup,the_group,type_group,amount,date_key,budget,type,date,currency",,
"Data Center Colocation and Power,Existing Source,Revenue,Revenue,Data Center,Recurring Business,-3","47462E+11,202206,3","31969E+11,YTD,Jun  1 2022 12:00AM,IDR"
"Data Center Sale of Equipment and Solution,Existing Source,Revenue,Revenue,Data Center,Recurring Business,-1025661348,202206,5317636450,MTD,Jun  1 2022 12:00AM,IDR",,
"IAT,Existing Source,Revenue,Revenue,Digital Business,Trading Wholesale Business,-670895221,202206,0,YTD,Jun  1 2022 12:00AM,IDR",,
"IP Transit,Existing Source,Revenue,Revenue,Data,Recurring Business,-1","80793E+11,202206,1","74071E+11,MTD,Jun  1 2022 12:00AM,IDR"
"MVNO SMS,Existing Source,Revenue,Revenue,MVNO,Retail,-48253864,202206,42314102","56,MTD,Jun  1 2022 12:00AM,IDR",
"Other Data,Existing Source,Revenue,Revenue,Data,Recurring Business,-9118867588,202206,8868218065,MTD,Jun  1 2022 12:00AM,IDR",,
"Voice Hubbing,Existing Source,Revenue,Revenue,Voice,Trading Wholesale Business,-3","03167E+11,202206,2","4932E+11,MTD,Jun  1 2022 12:00AM,IDR"
"Voice Outgoing,Existing Source,Revenue,Revenue,Voice,Trading Wholesale Business,-4813040360,202206,2724125942,MTD,Jun  1 2022 12:00AM,IDR",,
"BPO,Existing Source,Direct Cost,COE,BPO,Others,2729585193,202207,0,MTD,Jul  1 2022 12:00AM,IDR",,
"CDN & Security,Existing Source,Direct Cost,COE,Digital Business,Recurring Business,6870906017,202207,7463940050,MTD,Jul  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,Existing Source,Direct Cost,COE,Data Center,Recurring Business,7785604341,202207,35476835429,YTD,Jul  1 2022 12:00AM,IDR",,
"IP VPN,Existing Source,Direct Cost,COE,Data,Recurring Business,11256286012,202207,10848890093,MTD,Jul  1 2022 12:00AM,IDR",,
"IP VPN,Existing Source,Direct Cost,COE,Data,Recurring Business,75948695050,202207,75233736811,YTD,Jul  1 2022 12:00AM,IDR",,
"Managed Services,Existing Source,Direct Cost,COE,Managed Services,,0,202207,0,YTD,Jul  1 2022 12:00AM,IDR",,
"MNO,Existing Source,Direct Cost,COE,MNO,Retail,1161542144,202207,1649085758,MTD,Jul  1 2022 12:00AM,IDR",,
"MVNO SMS,Existing Source,Direct Cost,COE,MVNO,Retail,83269116,202207,191676399","1,YTD,Jul  1 2022 12:00AM,IDR",
"MVNO VAS,Existing Source,Direct Cost,COE,MVNO,Retail,6775943256,202207,7225362120,MTD,Jul  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,202403,0,YTD,Mar  1 2024 12:00AM,IDR",,
"IP VPN,ROAM,Direct Cost,COE,Data,Recurring Business,3766792658,202403,0,YTD,Mar  1 2024 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,-21244673622,202403,23548119150,YTD,Mar  1 2024 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,23115039210,202403,0,YTD,Mar  1 2024 12:00AM,IDR",,
"Go Presence,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201803,0,YTD,Mar  1 2018 12:00AM,IDR",,
"IP VPN,ENLA,Direct Cost,COE,Data,Recurring Business,0,201803,0,YTD,Mar  1 2018 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Direct Cost,COE,Data,Recurring Business,4857276832,201804,0,MTD,Apr  1 2018 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Direct Cost,COE,Data Center,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"Go Presence,ENLA,Direct Cost,COE,Digital Business,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"Go Presence,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"IP VPN,ENLA,Direct Cost,COE,Data,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"Go Presence,SEAN,Direct Cost,COE,Digital Business,Recurring Business,0,201805,0,MTD,May  1 2018 12:00AM,IDR",,
"IP VPN,SEAN,Direct Cost,COE,Data,Recurring Business,2946053867,201805,0,MTD,May  1 2018 12:00AM,IDR",,
"CDN & Security,ENLA,Direct Cost,COE,Digital Business,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Direct Cost,COE,Data Center,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Revenue,Revenue,Data Center,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Other Data,ENLA,Revenue,Revenue,Data,Recurring Business,-8239053883,202403,5961319800,YTD,Mar  1 2024 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Revenue,Revenue,Data Center,Recurring Business,-1966357254,202208,3914225622,MTD,Aug  1 2022 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,-7429525168,202208,6637256161,MTD,Aug  1 2022 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Revenue,Revenue,Data,Recurring Business,-32293023367,202208,0,YTD,Aug  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Direct Cost,COE,Data Center,Recurring Business,0,202208,0,YTD,Aug  1 2022 12:00AM,IDR",,
"Go Presence,SEAN,Direct Cost,COE,Digital Business,Recurring Business,3480631","479,202208,0,YTD,Aug  1 2022 12:00AM,IDR",
"IP Transit,ENLA,Direct Cost,COE,Data,Recurring Business,15815321147,202208,14636590000,YTD,Aug  1 2022 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,-1","40049E+11,202208,1","13693E+11,YTD,Aug  1 2022 12:00AM,IDR"
"Other Data,ENLA,Direct Cost,COE,Data,Recurring Business,6898923454,202208,11065150000,YTD,Aug  1 2022 12:00AM,IDR",,
"CDN & Security,ENLA,Direct Cost,COE,Digital Business,Recurring Business,4008113135,202209,3727930000,MTD,Sep  1 2022 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Direct Cost,COE,Data,Recurring Business,5591059576,202209,0,MTD,Sep  1 2022 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,-5523640603,202209,0,MTD,Sep  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Direct Cost,COE,Data Center,Recurring Business,715978803","4,202209,0,MTD,Sep  1 2022 12:00AM,IDR",
"Go Presence,ENLA,Direct Cost,COE,Digital Business,Recurring Business,-278","8067268,202209,0,MTD,Sep  1 2022 12:00AM,IDR",
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,0,202209,0,MTD,Sep  1 2022 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,17999703472,202209,29412500000,MTD,Sep  1 2022 12:00AM,IDR",,
"IP VPN,ROAM,Revenue,Revenue,Data,Recurring Business,-2840314016,202209,1841233835,MTD,Sep  1 2022 12:00AM,IDR",,
"CDN & Security,SEAN,Direct Cost,COE,Digital Business,Recurring Business,2429484623,202201,3404380000,MTD,Jan  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,SEAN,Direct Cost,COE,Data Center,Recurring Business,264310619","3,202201,0,MTD,Jan  1 2022 12:00AM,IDR",
"IP Transit,SEAN,Revenue,Revenue,Data,Recurring Business,-1","64479E+11,202201,1","29066E+11,MTD,Jan  1 2022 12:00AM,IDR"
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,-21680222,202310,0,MTD,Oct  1 2023 12:00AM,IDR",,
"CDN & Security,SEAN,Revenue,Revenue,Digital Business,Recurring Business,-8088815150,202310,8432033583,MTD,Oct  1 2023 12:00AM,IDR",,
"CDN Infrastructure,ROAM,Direct Cost,COE,Data,Recurring Business,1689177","928,202310,0,MTD,Oct  1 2023 12:00AM,IDR",
"Data Center Sale of Equipment and Solution,SEAN,Revenue,Revenue,Data Center,Recurring Business,-1679247513,202310,0,MTD,Oct  1 2023 12:00AM,IDR",,
"IP Transit,ROAM,Direct Cost,COE,Data,Recurring Business,1701243676,202310,0,MTD,Oct  1 2023 12:00AM,IDR",,
"IP VPN,ROAM,Direct Cost,COE,Data,Recurring Business,14976197914,202310,0,YTD,Oct  1 2023 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,-77244221819,202310,74190774206,YTD,Oct  1 2023 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,-3769444925,202311,4484523039,MTD,Nov  1 2023 12:00AM,IDR",,
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,0,202311,0,MTD,Nov  1 2023 12:00AM,IDR",,
"IP Transit,ENLA,Direct Cost,COE,Data,Recurring Business,2143849961,202311,0,MTD,Nov  1 2023 12:00AM,IDR",,
"IP VPN,SEAN,Revenue,Revenue,Data,Recurring Business,-9979516700,202311,7859043554,MTD,Nov  1 2023 12:00AM,IDR",,
"Other Data,ENLA,Direct Cost,COE,Data,Recurring Business,1220400513,202311,0,MTD,Nov  1 2023 12:00AM,IDR",,
"CDN & Security,ROAM,Direct Cost,COE,Digital Business,Recurring Business,2641884","318,202311,0,YTD,Nov  1 2023 12:00AM,IDR",
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,-230689976,202311,0,YTD,Nov  1 2023 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Revenue,Revenue,Data,Recurring Business,-2175868750,202311,0,YTD,Nov  1 2023 12:00AM,IDR",,
"Data Center Colocation and Power,ENLA,Direct Cost,COE,Data Center,Recurring Business,-255325922","8,202311,0,YTD,Nov  1 2023 12:00AM,IDR",
"Data Center Sale of Equipment and Solution,ROAM,Direct Cost,COE,Data Center,Recurring Business,105155758","2,202311,0,YTD,Nov  1 2023 12:00AM,IDR",
"Data Center Sale of Equipment and Solution,ENLA,Revenue,Revenue,Data Center,Recurring Business,-1954793","025,202311,0,YTD,Nov  1 2023 12:00AM,IDR",
"IP Transit,ROAM,Revenue,Revenue,Data,Recurring Business,-34985795047,202311,61478467292,YTD,Nov  1 2023 12:00AM,IDR",,
"Other Data,ROAM,Revenue,Revenue,Data,Recurring Business,-8480544814,202311,10469797922,YTD,Nov  1 2023 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,-43083140847,202102,0,YTD,Feb  1 2021 12:00AM,IDR",,
"CDN & Security,SEAN,Revenue,Revenue,Digital Business,Recurring Business,-3106772760,202201,5237503934,YTD,Jan  1 2022 12:00AM,IDR",,
"Data Center Colocation and Power,ENLA,Direct Cost,COE,Data Center,Recurring Business,-12504453","16,202201,0,YTD,Jan  1 2022 12:00AM,IDR",
"Data Center Sale of Equipment and Solution,SEAN,Direct Cost,COE,Data Center,Recurring Business,264310619","3,202201,0,YTD,Jan  1 2022 12:00AM,IDR",
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,25941836982,202207,22488800000,MTD,Jul  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,-56160844","5,202207,0,MTD,Jul  1 2022 12:00AM,IDR",
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,39040775708,202207,26787000000,MTD,Jul  1 2022 12:00AM,IDR",,
"IP VPN,SEAN,Direct Cost,COE,Data,Recurring Business,9450940040,202207,5534100000,MTD,Jul  1 2022 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,3100930277,202207,2962610000,MTD,Jul  1 2022 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,-34485135416,202207,30109334776,MTD,Jul  1 2022 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,1324827217,202207,3216970000,MTD,Jul  1 2022 12:00AM,IDR",,
"CDN & Security,ROAM,Revenue,Revenue,Digital Business,Recurring Business,0,202207,1884225000,YTD,Jul  1 2022 12:00AM,IDR",,
"CDN Infrastructure,ROAM,Direct Cost,COE,Data,Recurring Business,0,202207,0,YTD,Jul  1 2022 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,-4398025989,202207,0,YTD,Jul  1 2022 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,1","90722E+11,202207,1","8233E+11,YTD,Jul  1 2022 12:00AM,IDR"
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,-669794607","9,202207,0,YTD,Jul  1 2022 12:00AM,IDR",
"Go Presence,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,202207,0,YTD,Jul  1 2022 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,19206605119,202207,21370710000,YTD,Jul  1 2022 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Revenue,Revenue,Data,Recurring Business,-2","39046E+11,202207,2","13648E+11,YTD,Jul  1 2022 12:00AM,IDR"
"CDN & Security,SEAN,Direct Cost,COE,Digital Business,Recurring Business,991474064","7,202208,4069330000,MTD,Aug  1 2022 12:00AM,IDR",
"CDN Infrastructure,ENLA,Direct Cost,COE,Data,Recurring Business,1170549709,202208,0,MTD,Aug  1 2022 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Revenue,Revenue,Data Center,Recurring Business,-66142854266,202208,58353845591,MTD,Aug  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,SEAN,Direct Cost,COE,Data Center,Recurring Business,3898298684,202208,0,MTD,Aug  1 2022 12:00AM,IDR",,
"IP Transit,SEAN,Revenue,Revenue,Data,Recurring Business,-1","75921E+11,202208,1","59998E+11,MTD,Aug  1 2022 12:00AM,IDR"
"IP VPN,ROAM,Revenue,Revenue,Data,Recurring Business,-2946418908,202208,1841233835,MTD,Aug  1 2022 12:00AM,IDR",,
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,-6878084494,202208,5826902421,MTD,Aug  1 2022 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Revenue,Revenue,Data Center,Recurring Business,-4","49284E+11,202208,4","59583E+11,YTD,Aug  1 2022 12:00AM,IDR"
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,2","42021E+11,202208,1","894E+11,YTD,Aug  1 2022 12:00AM,IDR"
"IPLC/IEPL,ROAM,Revenue,Revenue,Data,Recurring Business,-53996845292,202208,59360436082,YTD,Aug  1 2022 12:00AM,IDR",,
"CDN & Security,ENLA,Direct Cost,COE,Digital Business,Recurring Business,7001062550,202105,0,MTD,May  1 2021 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Direct Cost,COE,Data Center,Recurring Business,200250307","1,202105,0,MTD,May  1 2021 12:00AM,IDR",
"IP VPN,ROAM,Direct Cost,COE,Data,Recurring Business,1022479814,202105,0,MTD,May  1 2021 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,-7236388388,202105,0,MTD,May  1 2021 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Revenue,Revenue,Data,Recurring Business,0,202105,0,YTD,May  1 2021 12:00AM,IDR",,
"IP Transit,ENLA,Direct Cost,COE,Data,Recurring Business,5402692521,202105,0,YTD,May  1 2021 12:00AM,IDR",,
"IP VPN,ENLA,Direct Cost,COE,Data,Recurring Business,1787873567,202105,0,YTD,May  1 2021 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,-35604274892,202105,0,YTD,May  1 2021 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,-86358103338,202105,0,YTD,May  1 2021 12:00AM,IDR",,
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,-2651425592,202106,0,MTD,Jun  1 2021 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Revenue,Revenue,Data Center,Recurring Business,-1332508706,202106,0,MTD,Jun  1 2021 12:00AM,IDR",,
"IP VPN,ENLA,Direct Cost,COE,Data,Recurring Business,0,201701,0,YTD,Jan  1 2017 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,0,201701,0,YTD,Jan  1 2017 12:00AM,IDR",,
"Other Data,ROAM,Revenue,Revenue,Data,Recurring Business,0,201701,0,YTD,Jan  1 2017 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,21716974007,201702,0,MTD,Feb  1 2017 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,-1","2226E+11,201702,0,MTD,Feb  1 2017 12:00AM,IDR",
"CDN & Security,ROAM,Direct Cost,COE,Digital Business,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"IP Transit,ROAM,Revenue,Revenue,Data,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"IP VPN,ROAM,Direct Cost,COE,Data,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"Other Data,ROAM,Revenue,Revenue,Data,Recurring Business,0,201702,0,YTD,Feb  1 2017 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,SEAN,Direct Cost,COE,Data Center,Recurring Business,0,201803,0,YTD,Mar  1 2018 12:00AM,IDR",,
"IP VPN,SEAN,Direct Cost,COE,Data,Recurring Business,8904860617,201803,0,YTD,Mar  1 2018 12:00AM,IDR",,
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,0,201804,0,MTD,Apr  1 2018 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,30687892286,201804,0,MTD,Apr  1 2018 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,760582643","8,201804,0,MTD,Apr  1 2018 12:00AM,IDR",
"CDN & Security,ROAM,Direct Cost,COE,Digital Business,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Direct Cost,COE,Data,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Direct Cost,COE,Data Center,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Revenue,Revenue,Data Center,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"IP VPN,ROAM,Revenue,Revenue,Data,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Direct Cost,COE,Data,Recurring Business,0,201804,0,YTD,Apr  1 2018 12:00AM,IDR",,
"IP Transit,SEAN,Revenue,Revenue,Data,Recurring Business,1627036","662,201805,0,MTD,May  1 2018 12:00AM,IDR",
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,-53529942406,201805,0,MTD,May  1 2018 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Revenue,Revenue,Data Center,Recurring Business,-3977189941,202206,3764985622,MTD,Jun  1 2022 12:00AM,IDR",,
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,13131798,202206,0,MTD,Jun  1 2022 12:00AM,IDR",,
"IP Transit,ROAM,Revenue,Revenue,Data,Recurring Business,-4610871258,202206,7353805478,MTD,Jun  1 2022 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,-5077466052,202206,6637256161,MTD,Jun  1 2022 12:00AM,IDR",,
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,-11955163686,202206,31283780192,YTD,Jun  1 2022 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Revenue,Revenue,Data,Recurring Business,-21480403604,202206,0,YTD,Jun  1 2022 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Direct Cost,COE,Data Center,Recurring Business,0,202206,0,YTD,Jun  1 2022 12:00AM,IDR",,
"Go Presence,SEAN,Direct Cost,COE,Digital Business,Recurring Business,3440631","479,202206,0,YTD,Jun  1 2022 12:00AM,IDR",
"IP Transit,ROAM,Revenue,Revenue,Data,Recurring Business,-41900957166,202206,43663045406,YTD,Jun  1 2022 12:00AM,IDR",,
"IP VPN,ROAM,Direct Cost,COE,Data,Recurring Business,6378712611,202206,6921710000,YTD,Jun  1 2022 12:00AM,IDR",,
"IP VPN,ENLA,Revenue,Revenue,Data,Recurring Business,-41562280081,202206,39802011965,YTD,Jun  1 2022 12:00AM,IDR",,
"CDN & Security,SEAN,Revenue,Revenue,Digital Business,Recurring Business,-4863245889,202301,8432033583,MTD,Jan  1 2023 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,SEAN,Direct Cost,COE,Data Center,Recurring Business,371537393,202301,0,MTD,Jan  1 2023 12:00AM,IDR",,
"IP Transit,ROAM,Direct Cost,COE,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"IP Transit,ENLA,Revenue,Revenue,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"IP Transit,SEAN,Revenue,Revenue,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Revenue,Revenue,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Other Data,ROAM,Direct Cost,COE,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"Other Data,ENLA,Revenue,Revenue,Data,Recurring Business,0,201805,0,YTD,May  1 2018 12:00AM,IDR",,
"CDN & Security,SEAN,Direct Cost,COE,Digital Business,Recurring Business,0,201903,0,MTD,Mar  1 2019 12:00AM,IDR",,
"IP Transit,SEAN,Revenue,Revenue,Data,Recurring Business,-98867827695,201903,0,MTD,Mar  1 2019 12:00AM,IDR",,
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,-15113486254,201903,0,MTD,Mar  1 2019 12:00AM,IDR",,
"Data Center Colocation and Power,SEAN,Revenue,Revenue,Data Center,Recurring Business,0,201903,0,YTD,Mar  1 2019 12:00AM,IDR",,
"Go Presence,SEAN,Direct Cost,COE,Digital Business,Recurring Business,0,201903,0,YTD,Mar  1 2019 12:00AM,IDR",,
"IP VPN,SEAN,Revenue,Revenue,Data,Recurring Business,-22314709339,201904,0,MTD,Apr  1 2019 12:00AM,IDR",,
"CDN Infrastructure,ROAM,Direct Cost,COE,Data,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Revenue,Revenue,Data,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"CDN Infrastructure,SEAN,Revenue,Revenue,Data,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Direct Cost,COE,Data Center,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,54072749379,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"IP Transit,ROAM,Revenue,Revenue,Data,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"IPLC/IEPL,ROAM,Direct Cost,COE,Data,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Revenue,Revenue,Data,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"Other Data,SEAN,Direct Cost,COE,Data,Recurring Business,31480217123,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"Other Data,ROAM,Revenue,Revenue,Data,Recurring Business,0,201904,0,YTD,Apr  1 2019 12:00AM,IDR",,
"IP Transit,ENLA,Revenue,Revenue,Data,Recurring Business,0,202005,0,YTD,May  1 2020 12:00AM,IDR",,
"Data Center Colocation and Power,ROAM,Direct Cost,COE,Data Center,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,SEAN,Revenue,Revenue,Data Center,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Go Presence,SEAN,Direct Cost,COE,Digital Business,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Go Presence,ROAM,Revenue,Revenue,Digital Business,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"IP Transit,ROAM,Direct Cost,COE,Data,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"IP Transit,ENLA,Revenue,Revenue,Data,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"IPLC/IEPL,SEAN,Direct Cost,COE,Data,Recurring Business,22259420923,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Other Data,ROAM,Direct Cost,COE,Data,Recurring Business,0,201707,0,YTD,Jul  1 2017 12:00AM,IDR",,
"Go Presence,SEAN,Revenue,Revenue,Digital Business,Recurring Business,0,201808,0,MTD,Aug  1 2018 12:00AM,IDR",,
"CDN & Security,ROAM,Direct Cost,COE,Digital Business,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"CDN & Security,ENLA,Revenue,Revenue,Digital Business,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"CDN Infrastructure,ENLA,Direct Cost,COE,Data,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ROAM,Direct Cost,COE,Data Center,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"Data Center Sale of Equipment and Solution,ENLA,Revenue,Revenue,Data Center,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"IP VPN,ROAM,Revenue,Revenue,Data,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"IPLC/IEPL,ENLA,Direct Cost,COE,Data,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"Other Data,SEAN,Revenue,Revenue,Data,Recurring Business,0,201808,0,YTD,Aug  1 2018 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,39328055364,201809,0,MTD,Sep  1 2018 12:00AM,IDR",,
"IP Transit,SEAN,Direct Cost,COE,Data,Recurring Business,31927008181,201707,0,MTD,Jul  1 2017 12:00AM,IDR",,
